Company,TypeName,Ram(GB),Weight(kg),Touchscreen,IPS,PPI,Cpu_Brand,HDD(GB),SSD(GB),Hybrid(GB),Flash_Storage(GB),Gpu_Brand,Os,Price_BDT
Toshiba,Ultrabook,16,1.05,0,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,12.499857309235692
Lenovo,Notebook,4,2.4,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.20370646218779
HP,Notebook,4,1.49,0,0,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows,11.369759234576504
Asus,Notebook,4,1.5,0,0,157.3505121487356,Other Intel processors,0,0,0,32,Intel,Windows,10.488965999997278
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,12.334751659383764
Dell,Ultrabook,8,1.4,0,1,165.6321180513006,Intel Core i7,0,256,0,0,AMD,Windows,11.629098316086102
Dell,Notebook,8,1.93,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.013731055453894
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,12.15960453331018
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,11.47651041226818
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.215139183159923
Asus,Gaming,16,4.0,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.341507849754784
Xiaomi,Notebook,16,1.95,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,12.036084715895036
HP,Notebook,4,1.63,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Windows,11.3271379085331
Dell,Gaming,16,2.6,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.999011575046008
HP,Notebook,6,1.95,0,1,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,11.267319000936345
HP,Workstation,8,2.59,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.501205640786806
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,11.999011575046008
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.29848772949495
Toshiba,Notebook,16,2.4,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.03826327571097
Lenovo,2 in 1 Convertible,16,2.8,1,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.591651322830742
Asus,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,11.855798600629509
HP,Notebook,8,1.91,0,0,100.45466986113652,AMD Processor,0,128,0,0,AMD,Windows,10.891987311852072
Asus,Gaming,8,3.0,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.871082310350436
Dell,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,10.82889658605481
Dell,Ultrabook,8,1.9,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.747483621099692
Dell,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,12.019556302911338
Asus,Gaming,8,3.2,0,0,127.33567457123112,AMD Processor,1024,256,0,0,AMD,Windows,11.961245699384804
HP,Notebook,8,1.95,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.67944786985521
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,10.819918274611195
Toshiba,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i5,0,256,0,0,Intel,Windows,11.812088873905545
Dell,Notebook,8,2.13,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.43541787450322
Asus,Gaming,8,3.0,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.854946563855178
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,11.099982467006106
Acer,Notebook,6,2.1,1,1,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,10.96358421275364
Asus,Notebook,4,1.63,0,0,111.93520355955212,Other Intel processors,0,0,0,32,Intel,Windows,10.49232921628676
HP,Netbook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows,12.093715488137056
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.560390942605942
Lenovo,Notebook,4,2.8,0,0,127.33567457123112,Intel Core i3,512,0,0,0,Intel,Others/No OS/Linux,11.062881313464096
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,0,0,Intel,Mac OS,12.049605952480244
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i5,0,512,0,0,Intel,Windows,12.301232814083374
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,12.37768708518044
Fujitsu,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i5,0,256,0,0,Intel,Windows,11.267319000936345
Asus,Gaming,16,2.5,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.28688275098639
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Windows,10.50892311099205
Lenovo,Notebook,8,1.65,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.081506657576956
HP,Ultrabook,8,1.16,0,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,12.377177361452295
Lenovo,Notebook,12,2.2,0,0,141.21199808219862,AMD Processor,0,512,0,0,AMD,Windows,11.647299002890838
Dell,Notebook,16,2.8,0,0,127.33567457123112,Intel Core i7,2048,256,0,0,AMD,Windows,11.961245699384804
HP,Notebook,16,1.49,0,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,11.879469548347384
Asus,Notebook,8,2.0,0,1,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows,11.961245699384804
Dell,2 in 1 Convertible,8,1.62,1,1,165.6321180513006,Intel Core i7,1024,0,0,0,Intel,Windows,11.524102765560354
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.547664998774126
Dell,Notebook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.055226499711216
Asus,Gaming,16,3.0,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.107781527139904
HP,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,8,0,0,Nvidia,Windows,12.51013605816769
MSI,Gaming,16,4.5,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.553640243204368
Lenovo,2 in 1 Convertible,16,1.4,1,1,316.96506044349616,Intel Core i7,0,512,0,0,Intel,Windows,12.314294563469018
Asus,Ultrabook,16,1.5,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,11.932346073839886
Lenovo,Notebook,8,2.6,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.59317738152729
Acer,Netbook,4,1.4,0,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.386592483701518
Dell,Workstation,16,2.8,0,0,282.42399616439724,Other Intel processors,1024,256,0,0,Nvidia,Windows,12.816433148839762
HP,Ultrabook,8,1.43,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,12.070522072875882
Toshiba,Notebook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,12.078085853161
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows,11.35079469542275
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,12.083554667706853
LG,Ultrabook,8,1.09,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,12.532126513214052
Lenovo,Notebook,8,1.87,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,11.545412016004526
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.513315388939995
Toshiba,Notebook,8,2.0,0,0,100.45466986113652,Intel Core i5,0,128,0,0,Intel,Windows,11.46771887213215
Asus,Gaming,8,3.0,0,0,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.635647395293828
Toshiba,Notebook,16,2.4,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.380219211288884
Dell,Ultrabook,8,1.88,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.791465879504726
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,1024,0,0,Intel,Windows,12.28688275098639
Dell,Notebook,4,1.6,0,0,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,11.392947522266777
Google,Ultrabook,8,1.1,1,0,234.50740003017813,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,12.143697116770404
Dell,Notebook,8,2.16,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,11.932346073839886
MSI,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.28688275098639
HP,Notebook,4,1.49,0,1,165.6321180513006,Intel Core i5,512,0,0,0,Intel,Windows,11.306602156886267
Toshiba,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.741748855415604
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Nvidia,Windows,11.135770807421247
HP,2 in 1 Convertible,4,2.3,1,0,100.45466986113652,Intel Core i5,512,0,0,0,Intel,Windows,11.32101407233697
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.69864955989372
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,AMD,Others/No OS/Linux,10.976046720208542
MSI,Gaming,16,4.14,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,12.703588080436152
Acer,Notebook,4,1.6,0,0,117.82653006268644,Intel Core i5,0,128,0,0,Intel,Windows,11.276532020228442
Dell,Notebook,4,2.36,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,AMD,Windows,11.282618819846302
Lenovo,Notebook,4,2.8,0,0,106.11306214269258,AMD Processor,512,0,0,0,AMD,Windows,10.729415844329893
Dell,Gaming,16,2.62,0,0,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,12.217848042609608
Toshiba,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Windows,11.00248310108412
MSI,Gaming,16,1.91,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.46668537695886
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.267319000936345
Dell,Gaming,16,3.21,0,0,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows,11.984078433472485
Dell,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.458118472940182
Dell,Notebook,16,2.36,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,11.59317738152729
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,11.78582633165995
Dell,Ultrabook,16,1.29,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,12.506129088673203
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel processors,1024,0,0,0,Intel,Others/No OS/Linux,10.677961231741842
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.658825055130215
Asus,Gaming,64,3.58,0,1,127.33567457123112,Intel Core i7,0,1024,0,0,Nvidia,Windows,13.079677146274324
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac OS,12.41260295803724
Lenovo,Notebook,4,2.32,0,0,141.21199808219862,Intel Core i7,0,0,1024,0,Intel,Windows,11.507279556783402
Samsung,Ultrabook,16,1.23,0,0,146.86047800548656,Intel Core i7,0,256,0,0,Nvidia,Windows,12.314294563469018
Dell,Ultrabook,8,1.4,0,1,165.6321180513006,Intel Core i7,0,256,0,0,AMD,Windows,11.653608721935166
Asus,Ultrabook,8,1.25,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,11.747483621099692
MSI,Gaming,16,3.78,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.574704321992972
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,12.32505496176204
Lenovo,Notebook,8,1.95,0,1,141.21199808219862,Intel Core i5,0,512,0,0,Intel,Windows,12.374122003974804
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.727012126194182
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,11.864314462879722
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,11.099982467006106
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,11.812088873905545
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,12.104449581335809
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Intel,Windows,11.54299869797637
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,10.77077709797722
Asus,Notebook,8,2.0,0,0,100.45466986113652,Other Intel processors,1024,0,0,0,Intel,Windows,10.780850328399447
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.548823355967214
Microsoft,Ultrabook,4,1.252,1,0,200.84255993695703,Other Intel processors,0,128,0,0,Intel,Windows,11.68859159009734
Asus,Notebook,4,2.45,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,11.153188695567094
Acer,Notebook,8,1.56,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.596512652776497
HP,Notebook,4,2.1,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Windows,10.641201706421198
Dell,Ultrabook,8,1.29,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,12.076715386220128
Vero,Notebook,2,1.45,0,0,111.93520355955212,Other Intel processors,0,0,0,32,Intel,Windows,10.142780005589708
MSI,Gaming,16,2.8,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.51013605816769
Lenovo,Notebook,16,2.5,0,0,141.21199808219862,Intel Core i7,0,0,1024,0,AMD,Windows,11.794051090822764
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.366966254910508
HP,Notebook,4,2.07,0,0,141.21199808219862,Intel Core i5,512,0,0,0,Intel,Windows,11.605340548935004
Microsoft,Ultrabook,8,1.252,1,0,200.84255993695703,Intel Core i5,0,256,0,0,Intel,Windows,11.992322339232558
Acer,Notebook,4,1.6,0,0,111.93520355955212,Other Intel processors,0,0,0,128,Intel,Windows,10.646947546969663
HP,Notebook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,10.963359012887809
Lenovo,Workstation,16,2.18,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.31753798875022
Lenovo,Notebook,8,1.7,0,1,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux,11.187153772771104
Dell,Notebook,4,2.25,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,10.851005596826855
Dell,Ultrabook,8,1.36,1,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,12.086410345161488
Asus,Gaming,32,4.7,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,13.058061628234062
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,11.468973577441046
Asus,Ultrabook,8,1.25,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,11.794051090822764
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121487356,Intel Core i7,0,128,0,0,Intel,Windows,11.250235147353186
Lenovo,Notebook,4,2.6,0,0,106.11306214269258,AMD Processor,0,128,0,0,AMD,Windows,10.98425828974124
Asus,Notebook,4,2.0,0,0,127.33567457123112,Intel Core i3,1024,0,0,0,Nvidia,Windows,11.126939402399548
Acer,Notebook,4,1.68,0,0,111.93520355955212,Other Intel processors,0,0,0,32,Intel,Others/No OS/Linux,10.646947546969663
Dell,2 in 1 Convertible,8,2.08,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,11.4999820593343
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel processors,1024,0,0,0,Intel,Windows,10.617882394259103
Acer,Ultrabook,8,1.6,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.438288121955242
Microsoft,Ultrabook,16,1.25,1,0,200.84255993695703,Intel Core i7,0,512,0,0,Intel,Windows,12.65092511957094
Dell,Ultrabook,8,1.41,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.647299002890838
Samsung,Notebook,16,2.5,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.229691511128808
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.6195356847494
Acer,Gaming,16,4.2,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.359758931829164
Asus,Gaming,16,4.0,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,11.697644146363904
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.647299002890838
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows,11.090843051038629
Dell,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i3,0,128,0,0,AMD,Windows,11.00449696580396
HP,Notebook,4,1.86,0,0,100.45466986113652,AMD Processor,0,256,0,0,AMD,Windows,10.702682512534036
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,256,0,0,AMD,Windows,11.21997621191204
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,12.685469519792504
Lenovo,Notebook,8,1.87,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows,11.547664998774126
MSI,Gaming,32,4.4,0,0,119.7232157653423,Intel Core i7,1024,512,0,0,Nvidia,Windows,12.728914780958563
Dell,Notebook,4,2.29,0,0,100.45466986113652,Intel Core i3,512,0,0,0,Intel,Windows,10.98629222322094
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.193736871769053
Dell,Gaming,16,3.21,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,12.417981321316852
HP,Netbook,2,1.17,0,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.134202369346657
Apple,Ultrabook,8,1.34,0,0,127.67794013309688,Intel Core i5,0,0,0,256,Intel,Mac OS,11.846951855804862
Samsung,Ultrabook,16,0.81,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,12.199818126742285
HP,Ultrabook,8,1.11,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,11.999011575046008
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.69864955989372
Dell,Notebook,32,2.06,1,0,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows,12.67005191470422
Dell,2 in 1 Convertible,8,1.68,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.581994333569329
HP,Notebook,4,1.64,0,0,111.93520355955212,Intel Core i5,0,256,0,0,Intel,Windows,11.67227688319666
MSI,Gaming,16,4.14,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,12.61554305503218
HP,Notebook,4,2.31,0,0,111.93520355955212,Intel Core i5,512,0,0,0,Intel,Windows,11.872765395052117
Asus,Gaming,16,3.25,0,1,127.33567457123112,AMD Processor,1024,256,0,0,AMD,Windows,12.487654901872803
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.462663217818122
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,11.18476855995273
Asus,Gaming,16,2.99,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.258693558242385
Lenovo,Notebook,8,2.02,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.992322339232558
Asus,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.855798600629509
Asus,Notebook,4,2.2,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Windows,10.702682512534036
Lenovo,2 in 1 Convertible,8,1.1,1,1,194.94753717542463,Other Intel processors,0,256,0,0,Intel,Windows,11.961245699384804
HP,Notebook,6,2.04,0,0,141.21199808219862,AMD Processor,0,0,1024,0,AMD,Windows,11.101794335235438
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,AMD Processor,1024,0,0,0,AMD,Windows,11.0438014487515
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,512,0,0,0,Intel,Windows,11.548823355967214
Dell,Notebook,8,1.62,1,0,165.6321180513006,Intel Core i5,1024,0,0,0,Intel,Windows,11.267319000936345
Dell,Notebook,16,2.3,1,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,11.547674657297048
Asus,Notebook,8,2.69,0,0,127.33567457123112,Intel Core i5,512,256,0,0,Nvidia,Windows,11.584240970386825
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,12.104449581335809
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,512,0,0,0,Intel,Others/No OS/Linux,10.646947546969663
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.676378458094716
MSI,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.407195511475114
Lenovo,2 in 1 Convertible,8,1.42,1,0,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,12.651309596942776
Lenovo,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows,11.498694686056515
HP,Notebook,4,1.64,0,0,111.93520355955212,Intel Core i3,512,0,0,0,Intel,Windows,11.319850294778051
Dell,Notebook,8,2.18,0,0,100.45466986113652,Intel Core i5,0,128,0,0,Intel,Windows,11.36276514638457
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Nvidia,Windows,11.141035355225016
HP,Ultrabook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.959698849344512
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,512,0,0,0,Intel,Windows,10.80559822083645
HP,Notebook,8,2.63,0,0,127.33567457123112,Intel Core i5,0,256,0,0,Nvidia,Windows,11.776611931865787
Acer,Notebook,4,2.2,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.21025157469921
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.875114180096078
Lenovo,Netbook,4,1.25,0,0,135.0942111925629,Other Intel processors,0,16,0,0,Intel,Others/No OS/Linux,10.371614421769005
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.812896715197557
Dell,Ultrabook,16,1.88,0,0,141.21199808219862,Intel Core i7,0,768,0,0,Intel,Windows,12.174618097497545
Lenovo,Notebook,4,1.5,0,1,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows,11.099982467006106
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,128,0,0,Intel,Mac OS,11.992087032000727
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i3,512,0,0,0,Intel,Windows,10.876385435221572
Dell,Notebook,8,2.3,1,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,10.9425090597906
Dell,Notebook,8,1.79,0,0,111.93520355955212,Intel Core i3,0,128,0,0,Intel,Windows,11.398546628447408
Lenovo,Gaming,16,4.6,0,1,127.33567457123112,Intel Core i7,0,256,1024,0,Nvidia,Windows,12.711250349783564
Acer,Notebook,4,2.4,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,11.00449696580396
Lenovo,Notebook,8,2.6,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.462663217818122
HP,2 in 1 Convertible,4,1.28,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,12.28688275098639
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,512,0,0,0,Intel,Windows,10.986089015931872
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,AMD Processor,512,0,0,0,AMD,Others/No OS/Linux,10.525219286685545
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,128,0,0,Intel,Windows,11.170322473618691
HP,Notebook,4,1.86,0,0,100.45466986113652,Other Intel processors,512,0,0,0,Intel,Others/No OS/Linux,10.348718097203708
HP,Notebook,2,1.44,0,0,111.93520355955212,Other Intel processors,0,0,0,32,Intel,Windows,10.309319260105164
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.802513422018176
Asus,Gaming,8,2.45,0,0,141.21199808219862,AMD Processor,1024,0,0,0,AMD,Windows,11.341543848214608
Lenovo,2 in 1 Convertible,4,1.8,1,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,11.516937406360084
Dell,Ultrabook,8,1.23,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,12.035408871953685
Dell,Notebook,16,2.3,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.866240771642504
Asus,2 in 1 Convertible,8,1.27,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.624922907423684
Asus,Gaming,16,4.3,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.28688275098639
Asus,Gaming,12,3.0,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,11.647299002890838
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Windows,10.898903648375788
Asus,Notebook,4,1.3,0,0,111.93520355955212,Intel Core i3,0,128,0,0,Intel,Windows,11.024334150087713
