Company,TypeName,Ram(GB),Weight(kg),Touchscreen,IPS,PPI,Cpu_Brand,HDD(GB),SSD(GB),Hybrid(GB),Flash_Storage(GB),Gpu_Brand,Os,Price_BDT
Toshiba,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,12.009339742332887
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,11.468973577441046
Dell,Gaming,16,4.42,0,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.598324170832088
Acer,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.515721552272229
Dell,Notebook,16,2.3,1,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,11.547674657297048
Asus,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.43698350439507
Asus,Notebook,8,2.69,0,0,127.33567457123111,Intel Core i5,512,256,0,0,Nvidia,Windows,11.584240970386823
HP,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,11.93787942566224
Asus,Notebook,4,2.37,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Windows,10.780829534271708
HP,Notebook,4,2.1,0,0,100.45466986113651,AMD Processor,512,0,0,0,AMD,Windows,10.590968711469447
Lenovo,Gaming,16,3.2,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.104449581335809
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.547664998774126
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.3271379085331
Dell,Notebook,16,2.36,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,11.59317738152729
Acer,Notebook,4,2.1,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,10.758030532118873
Asus,Notebook,4,2.2,0,0,141.21199808219862,AMD Processor,1024,128,0,0,AMD,Windows,11.146257903569976
Asus,Gaming,32,4.7,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows,13.058061628234062
Acer,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.532414317554075
Lenovo,Notebook,8,2.2,0,0,100.45466986113651,Intel Core i3,0,128,0,0,Intel,Windows,11.170322473618691
Asus,Notebook,8,2.1,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.835052441455058
Asus,Notebook,8,2.69,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Others/No OS/Linux,11.581994333569327
Dell,Gaming,8,2.56,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.570675370511132
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows,11.775681960197485
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,11.684539904620495
HP,Notebook,8,2.04,1,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows,11.118044150401708
Asus,Gaming,16,3.6,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows,12.797931563100292
HP,Notebook,4,1.49,0,1,165.6321180513006,Intel Core i5,512,0,0,0,Intel,Windows,11.306602156886267
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac OS,12.41260295803724
Dell,2 in 1 Convertible,8,2.08,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,11.499982059334299
Asus,Gaming,16,4.3,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.28688275098639
Asus,Notebook,4,1.68,0,0,100.45466986113651,AMD Processor,1024,0,0,0,AMD,Windows,10.942491369598926
Lenovo,2 in 1 Convertible,8,1.37,1,1,158.48253022174808,Intel Core i7,0,512,0,0,Intel,Windows,12.314294563469018
Acer,Notebook,4,3.0,0,1,127.33567457123111,Intel Core i3,0,256,0,0,Nvidia,Windows,11.345831379507041
Dell,Ultrabook,8,1.41,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.647299002890838
HP,Notebook,8,1.91,0,0,100.45466986113651,AMD Processor,0,128,0,0,AMD,Windows,10.891987311852073
HP,Notebook,16,2.9,0,1,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.756976914896118
MSI,Gaming,16,4.14,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows,12.615543055032179
Lenovo,2 in 1 Convertible,8,2.0,1,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.229691511128808
Dell,Notebook,8,2.8,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,AMD,Windows,11.83243318590085
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux,10.887717267418475
HP,Notebook,4,2.1,0,1,141.21199808219862,Intel Core i5,512,0,0,0,Intel,Windows,11.373916239232809
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,11.279580051171422
Dell,Notebook,8,2.24,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows,11.128717807741976
Dell,2 in 1 Convertible,8,2.67,1,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.475254749948958
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321180513006,Intel Core i7,0,1024,0,0,Intel,Windows,12.104449581335809
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,10.938218881603463
HP,Notebook,8,2.5,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.717489480706542
Lenovo,Notebook,8,2.05,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,11.57181682084284
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac OS,12.37203613571131
Asus,Gaming,16,3.2,0,0,127.33567457123111,AMD Processor,1024,256,0,0,AMD,Windows,12.137258329529814
Dell,Notebook,8,2.14,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,11.39185327597476
Lenovo,2 in 1 Convertible,16,1.36,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.615543055032179
Toshiba,Notebook,8,2.2,0,0,100.45466986113651,Intel Core i7,512,0,0,0,Nvidia,Windows,11.491395346419866
Dell,Notebook,12,2.3,0,0,100.45466986113651,Intel Core i7,1024,0,0,0,Intel,Windows,11.361474471042754
Dell,Notebook,8,2.8,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,AMD,Others/No OS/Linux,11.794051090822764
Acer,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.405273436913294
Lenovo,Notebook,4,2.8,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows,10.98425828974124
Lenovo,Notebook,8,2.8,0,0,127.33567457123111,Intel Core i7,2048,0,0,0,Nvidia,Others/No OS/Linux,11.535948391727764
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.547664998774126
Dell,Notebook,4,2.25,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,10.851005596826855
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.512115136742974
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.153188695567094
Acer,Notebook,8,3.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.649412485420383
Acer,Notebook,12,2.15,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,11.282618819846302
Lenovo,Notebook,8,1.95,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,11.79223004401129
Asus,Ultrabook,8,1.7,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.676378458094717
Lenovo,Gaming,16,2.5,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,11.864314462879722
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,11.282631409627177
Acer,Notebook,2,2.19,0,0,100.45466986113651,Other Intel processors,0,16,0,0,Intel,Others/No OS/Linux,10.085183913936165
Asus,Gaming,8,3.0,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.871082310350435
HP,Notebook,8,2.54,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows,10.98425828974124
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.303421654599791
Lenovo,Notebook,8,2.05,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.397189083487625
Lenovo,Gaming,8,3.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.961245699384804
Acer,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,11.678422954151621
Dell,Workstation,16,3.42,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows,12.759129829911195
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,AMD Processor,1024,0,0,0,AMD,Windows,11.004496965803959
Asus,Ultrabook,16,1.63,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.083554667706851
Asus,Notebook,4,1.3,0,0,111.93520355955211,Intel Core i3,0,128,0,0,Intel,Windows,11.024334150087713
Asus,Gaming,16,2.9,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.452010423273608
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.267319000936345
Lenovo,Notebook,8,2.2,0,0,100.45466986113651,Intel Core i5,2048,0,0,0,Nvidia,Others/No OS/Linux,11.099982467006106
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.934723134365953
Lenovo,Notebook,4,2.2,0,0,100.45466986113651,Other Intel processors,1024,0,0,0,Intel,Others/No OS/Linux,10.677961231741842
HP,2 in 1 Convertible,16,1.28,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,12.380219211288884
Toshiba,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.741748855415603
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.499982059334299
HP,Notebook,4,1.86,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,10.942491369598926
Lenovo,Notebook,8,1.1,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.698649559893719
Dell,Ultrabook,16,1.21,1,1,331.2642361026012,Intel Core i7,0,1024,0,0,Intel,Windows,12.615543055032179
MSI,Gaming,16,2.8,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.441113146656358
Acer,Notebook,8,2.23,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,10.942491369598926
Asus,2 in 1 Convertible,2,1.1,1,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.408647154675492
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows,11.53004803352695
HP,2 in 1 Convertible,16,1.29,1,1,331.2642361026012,Intel Core i7,0,1024,0,0,Intel,Windows,12.595330455393924
Lenovo,Notebook,4,1.45,0,0,117.82653006268643,Other Intel processors,0,0,0,16,Intel,Others/No OS/Linux,10.922894283023263
HP,Notebook,8,1.95,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.67944786985521
Acer,Notebook,4,1.4,0,0,135.0942111925629,Other Intel processors,0,0,0,128,Intel,Windows,10.976046720208542
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,11.955840488525231
Lenovo,Notebook,4,2.79,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.170322473618691
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,11.789488448837533
HP,Notebook,8,2.1,0,1,100.45466986113651,Intel Core i7,1024,0,0,0,Intel,Windows,11.596512652776497
Acer,Notebook,8,2.2,0,0,100.45466986113651,AMD Processor,0,256,0,0,AMD,Windows,11.282618819846302
Lenovo,Notebook,4,1.44,0,0,111.93520355955211,Other Intel processors,0,0,0,32,Intel,Windows,10.468630892511706
Acer,Notebook,6,2.23,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows,11.099982467006106
Asus,Ultrabook,8,1.7,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.748345352759198
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,11.988581837316932
Dell,Notebook,32,2.06,1,0,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows,12.67005191470422
MSI,Gaming,8,2.7,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,11.881138587375505
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.640958016642427
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,1024,256,0,0,Intel,Windows,11.987835786687663
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,10.898903648375788
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,11.698649559893719
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.937094557872165
Dell,Ultrabook,8,1.9,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.747483621099692
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,11.834182535784961
Asus,Notebook,4,2.0,0,0,100.45466986113651,Other Intel processors,1024,0,0,0,Intel,Others/No OS/Linux,10.408616983757238
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,11.833086828163935
Dell,Notebook,4,2.2,0,0,100.45466986113651,Other Intel processors,512,0,0,0,Intel,Others/No OS/Linux,10.408285043563778
Lenovo,Notebook,12,2.2,0,0,141.21199808219862,AMD Processor,2048,0,0,0,AMD,Windows,11.59317738152729
HP,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows,11.365573289518869
Lenovo,2 in 1 Convertible,16,1.4,1,1,316.96506044349616,Intel Core i7,0,512,0,0,Intel,Windows,12.441113146656358
Dell,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,12.156441127521843
Lenovo,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,2048,256,0,0,Nvidia,Windows,11.820983529724819
HP,Notebook,2,1.44,0,0,111.93520355955211,Other Intel processors,0,0,0,32,Intel,Windows,10.423084594689206
Dell,Ultrabook,16,1.88,0,0,141.21199808219862,Intel Core i7,0,768,0,0,Intel,Windows,12.174618097497545
Asus,2 in 1 Convertible,4,1.5,1,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.718808117053749
Dell,Ultrabook,8,1.9,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows,11.288668794368546
Dell,Notebook,16,2.06,1,0,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,12.406414195920938
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,11.965089663587515
MSI,Gaming,8,2.7,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.04252966245671
HP,Workstation,8,2.6,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.252541068925119
Toshiba,Notebook,16,2.4,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.03826327571097
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,11.670117230291716
Lenovo,Notebook,4,2.2,0,0,100.45466986113651,Other Intel processors,1024,0,0,0,Intel,Others/No OS/Linux,10.566407457475977
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.698649559893719
Dell,Notebook,8,2.36,1,0,100.45466986113651,Intel Core i5,2048,0,0,0,Intel,Windows,11.115115977672941
Dell,Notebook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,12.055226499711216
HP,Notebook,4,1.86,0,0,100.45466986113651,Intel Core i3,512,0,0,0,Intel,Windows,10.876385435221573
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.643076149435274
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,128,0,0,Nvidia,Windows,11.369759234576504
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,11.251794439750519
Lenovo,Notebook,8,2.2,0,0,100.45466986113651,Intel Core i3,0,256,0,0,Nvidia,Others/No OS/Linux,11.004496965803959
HP,Notebook,8,2.04,0,0,100.45466986113651,Other Intel processors,2048,0,0,0,Intel,Windows,10.755474402409464
Dell,Notebook,8,2.8,0,0,127.33567457123111,Intel Core i5,1024,128,0,0,AMD,Windows,11.781233568238811
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Others/No OS/Linux,11.487689704901968
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.59317738152729
HP,Ultrabook,8,1.36,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,12.259267381032254
Asus,2 in 1 Convertible,12,2.26,1,0,141.21199808219862,Intel Core i7,2048,512,0,0,Nvidia,Windows,11.794051090822764
Acer,Notebook,4,2.1,0,0,100.45466986113651,AMD Processor,0,128,0,0,AMD,Windows,10.846322839632395
Asus,Gaming,16,3.25,0,1,127.33567457123111,AMD Processor,1024,256,0,0,AMD,Windows,12.487654901872803
Lenovo,Notebook,4,2.6,0,0,106.11306214269258,AMD Processor,0,128,0,0,AMD,Windows,10.98425828974124
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,11.559245915238733
HP,Notebook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,10.984224355776732
Lenovo,Netbook,4,1.59,0,1,135.0942111925629,Other Intel processors,0,128,0,0,Intel,Windows,11.107255335846691
Dell,Notebook,4,1.8,0,0,100.45466986113651,Other Intel processors,512,0,0,0,Intel,Windows,10.525219286685545
Asus,Notebook,4,1.5,0,0,111.93520355955211,Other Intel processors,0,0,0,32,Intel,Windows,10.44787366982408
Acer,Notebook,8,2.4,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,11.532414317554075
HP,Gaming,8,3.35,0,1,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.874445651738808
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Others/No OS/Linux,10.792057591809684
Asus,Gaming,8,2.3,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,12.203454220445305
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,11.794051090822764
Asus,Ultrabook,16,1.1,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,12.258636632246162
Lenovo,Ultrabook,8,1.13,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.524704542594396
Lenovo,Notebook,4,1.5,0,1,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows,11.099982467006106
Dell,Workstation,8,2.23,0,0,141.21199808219862,Intel Core i5,512,0,0,0,AMD,Windows,12.013731055453894
Dell,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,12.458118472940182
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.6195356847494
Asus,Gaming,8,3.0,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows,11.737907325558078
Asus,Gaming,16,3.0,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.164015513541585
Acer,Notebook,12,2.2,0,1,100.45466986113651,Intel Core i5,1024,0,0,0,Nvidia,Windows,11.334348886981143
MSI,Gaming,8,2.7,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows,11.999011575046008
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,11.449740693766254
HP,Ultrabook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,11.004496965803959
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,11.906304496476409
Lenovo,Notebook,8,1.9,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,11.635647395293827
Dell,Workstation,8,1.78,1,0,282.42399616439724,Intel Core i7,0,256,0,0,Nvidia,Windows,12.697339232329451
Lenovo,Ultrabook,16,1.13,0,1,209.8006828649808,Intel Core i7,0,1024,0,0,Intel,Windows,12.664734069464748
Lenovo,Notebook,4,2.2,0,0,100.45466986113651,Other Intel processors,1024,0,0,0,Intel,Windows,10.515478906135064
Asus,Gaming,16,2.9,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.124265882826084
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i5,1024,256,0,0,AMD,Windows,11.834617583211992
Acer,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,11.570675370511132
MSI,Gaming,16,2.8,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.51013605816769
Asus,Ultrabook,8,1.1,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,12.327192330597684
Toshiba,Ultrabook,16,1.2,0,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,12.257549673037762
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,12.218445781593315
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,512,0,0,0,Intel,Windows,10.80559822083645
Lenovo,Notebook,2,1.15,0,0,135.0942111925629,Other Intel processors,0,0,0,32,Intel,Windows,10.510395784979163
Lenovo,Workstation,8,2.67,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.354578853829398
Lenovo,Ultrabook,8,1.7,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Nvidia,Windows,12.363883760639629
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Windows,10.942491369598926
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,11.462673733231087
Asus,2 in 1 Convertible,8,1.27,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,11.624922907423683
Dell,Notebook,4,2.3,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Others/No OS/Linux,11.186987547063914
Dell,Notebook,4,1.65,0,0,117.82653006268643,Intel Core i3,0,128,0,0,Intel,Windows,11.3271379085331
HP,Ultrabook,8,1.43,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,12.105119071690554
Dell,Notebook,8,2.14,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows,11.083372561332974
Lenovo,Ultrabook,8,1.75,0,1,157.3505121487356,Intel Core i7,0,256,0,0,AMD,Windows,11.894705619295983
Lenovo,2 in 1 Convertible,16,2.0,1,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,12.340979341990671
Chuwi,Notebook,6,1.4,0,1,267.3384360344031,Other Intel processors,0,0,0,64,Intel,Windows,10.898903648375788
HP,Notebook,8,2.31,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,12.055226499711216
Asus,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Others/No OS/Linux,11.183810100082576
Dell,Gaming,16,4.42,0,1,169.78089942830815,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.728914780958565
Dell,Gaming,8,2.62,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.847209595145904
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,2048,256,0,0,AMD,Windows,11.832781848275722
Dell,Ultrabook,8,1.6,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Others/No OS/Linux,11.794051090822764
HP,Gaming,12,3.35,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows,12.39229906840134
Mediacom,2 in 1 Convertible,4,1.16,1,1,189.90579052433606,Other Intel processors,0,32,0,0,Intel,Windows,10.492329216286759
Samsung,Netbook,4,1.15,0,0,135.0942111925629,Other Intel processors,0,0,0,16,Intel,Others/No OS/Linux,10.386592483701518
Lenovo,Notebook,8,1.4,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,11.709601830069268
Lenovo,Notebook,4,1.7,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,11.187153772771103
Lenovo,Workstation,16,2.3,0,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,12.59369620217534
Lenovo,Notebook,16,2.5,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,12.595330455393924
Asus,Gaming,8,3.2,0,0,127.33567457123111,AMD Processor,1024,256,0,0,AMD,Windows,12.227334991232588
HP,Notebook,4,2.1,0,0,100.45466986113651,Other Intel processors,512,0,0,0,Intel,Windows,10.641201706421198
Google,Ultrabook,16,1.1,1,0,234.50740003017813,Intel Core i7,0,512,0,0,Intel,Others/No OS/Linux,12.487654901872803
Lenovo,Ultrabook,24,1.32,0,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,12.567592832298754
Asus,Notebook,4,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,11.118044150401708
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,AMD Processor,1024,0,0,0,AMD,Windows,11.0438014487515
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,11.410626923348222
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,12.05662671432966
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Other Intel processors,0,128,0,0,Intel,Windows,10.646947546969663
HP,Gaming,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,11.794051090822764
